"","fighter","attack_type","attack_name","damage_raw","description"
"820","Pikachu","Neutral special","Thunder Jolt","6% (clean), 5% (mid), 4% (late), 4.8% (aerial)","Shoots a ball of electricity. A very useful projectile, as it deals good damage, moves quickly, and can be used repeatedly. When it goes over the edge, it sticks to the platform it's on, looping around until its lifespan is over or it hits the bottom of a soft platform. This property allows it to be used to annoy opponents trying to recover by using it near the edge and hitting them when they attempt to grab it."
"821","Pikachu","Side special","Skull Bash","6.2% (uncharged), 10% (uncharged smash input), 21.4% (fully charged)","Charges up before launching forward at a high velocity. Can be charged to increased damage, knockback, and distance. Useful for horizontal recovery, as it has a hitbox protecting it, high horizontal distance, and can sweetspot the ledge. Can also be used to punish shield breaks due to its high knockback when charged; however, it has high ending lag. If inputted like a smash attack, it immediately starts with some charge."
"822","Pikachu","Up special","Quick Attack","2% (hit 1), 3% (hit 2)","Zips upward at high speeds, dealing damage to opponents on contact. Can be angled; if angled in a different direction after the first time it is used, Pikachu will use it again. It covers great distance and can be unpredictable if used well, but it leaves Pikachu helpless. It's also an approach option, however in this case it can be predictable and it is unsafe on shield. Pikachu also cannot use the Quick Attack canceling tecnique anymore."
"823","Pikachu","Down special","Thunder","15% (shockwave), 8% (thunderbolt), 6% (thunderbolt meteor)","Calls down a bolt of lightning from the sky. If the bolt strikes Pikachu, it will create an electric explosion around itself, dealing massive knockback and granting Pikachu intangibility for 10 frames. If an opponent is struck near the top of the bolt, they're launched down into Pikachu; otherwise, they're launched upwards. Has high endlag if the bolt doesn't strike Pikachu. The thunderbolt becomes active on frame 13, but there is a long gap before the discharge, and thus, it's easy to attack Pikachu before the thunderbolt hits it and is very vulnerable to counters."
"824","Pikachu","Final Smash","Volt Tackle","0.3% (6 hits during startup), 1% (initial hit), 1.5% (loop), 20% (launch)","Surrounds itself with electricity before dashing forwards. If it connects, Pikachu will barrage the opponents caught with repeated strikes in this form before launching them."
"825","Jigglypuff","Neutral attack","","3%","Jigglypuff performs two alternating punches. Both hits can lock, but the second hit will fail at percentages greater than 3%."
"826","Jigglypuff","Neutral attack","","3%","Jigglypuff performs two alternating punches. Both hits can lock, but the second hit will fail at percentages greater than 3%."
"827","Jigglypuff","Forward tilt","","10%","A roundhouse kick. It can be angled, and can lock at low percents."
"828","Jigglypuff","Up tilt","","9% (clean), 8% (late)","A scorpion kick. Unless the opponent has a tall hurtbox, this move will fail to hit anyone in front of Jigglypuff. Can combo into itself or an up aerial at low percents."
"829","Jigglypuff","Down tilt","","10%","A crouching shin kick. Launches opponents at a semi-spike angle, making it a good tool for spacing."
"830","Jigglypuff","Dash attack","Jiggly Ram","12% (clean), 8% (late)","Leaps off the ground and attacks with a lunging headbutt."
"831","Jigglypuff","Forward smash","","16% (clean), 14% (late)","Holds its foot behind itself and then attacks with a lunging roundhouse kick. Can lock at low percentages."
"832","Jigglypuff","Up smash","","15%","An upwards headbutt."
"833","Jigglypuff","Down smash","Jiggly Split","11%","A spinning split kick. Grants intangibility on Jigglypuff's feet (frames 10-12). Opponents with high damage are launched at a higher angle."
"834","Jigglypuff","Neutral aerial","","11% (clean), 6% (late)","A flying kick. It is a sex kick with a long-lasting late hitbox. One of Jigglypuff's best moves, as it is very safe and has decent knockback when sweetspotted. Commonly used to block opponents from reaching the edge."
"835","Jigglypuff","Forward aerial","","9% (clean), 6% (late)","A dropkick. Somewhat weak knockback, but good for spacing. Has a lingering hitbox (though it does not as last as long as neutral aerial's hitbox), while its late hitbox can combo into Rest. Autocancels, but only if quickly inputted after a short hop."
"836","Jigglypuff","Back aerial","","13%","A spinning back kick. This causes Jigglypuff to turn around, similar to Marth's back aerial. This move is Jigglypuff's slowest aerial, and it lacks a lingering hitbox unlike its other aerials, but has strong knockback and good range while still being reasonably quick, making it a potent finisher."
"837","Jigglypuff","Up aerial","","9%","Waves its arm in an overhead arcing motion. Good for juggling, and can be used to initiate combos if it hits an opponent just before Jigglypuff lands."
"838","Jigglypuff","Down aerial","","1.5% (hits 1-8), 2% (hit 9)","A diagonal corkscrew dropkick. Good out of shield option and somewhat effective as an anti-juggling option. It is slightly less unsafe than in the previous game with 15 frames of landing lag (halved from 30), but should still be used cautiously."
"839","Jigglypuff","Grab","","—","Reaches out. Has very short range, but is very fast, with only Pichu's grab being faster."
"840","Jigglypuff","Pummel","","1.3%","Kicks the opponent."
"841","Jigglypuff","Forward throw","","5% (hit 1), 5% (throw)","Puffs up once to launch the opponent forward. Despite its moderate knockback, its KO potential is abysmal. Instead, it is much more effective for setting up edgeguards due to its low endlag."
